"","stat","locus","effect","df","Fvalue","pvalue"
"777","lme4QTL, binomial probit","CM084266_1_68519869.1","generation * treatment",2,4.49224669253486,0.0120416151620833
"778","lme4QTL, binomial probit","CM084266_1_68643487.1","generation",2,10.1903289959968,5.4064401070658e-05
"779","lme4QTL, binomial probit","CM084266_1_68643487.1","treatment",1,0.0415840416087349,0.838567771206731
"780","lme4QTL, binomial probit","CM084266_1_68643487.1","generation * treatment",2,0.751948209969559,0.472428222413533
"781","lme4QTL, binomial probit","CM084266_1_68659587.1","generation",2,1.0700014426945,0.344452589873629
"782","lme4QTL, binomial probit","CM084266_1_68659587.1","treatment",1,0.240248390101251,0.624423354718366
"783","lme4QTL, binomial probit","CM084266_1_68659587.1","generation * treatment",2,1.07182114063617,0.343831266257363
"784","lme4QTL, binomial probit","CM084266_1_68661534.1","generation",2,0.175031056969035,0.839525769462262
"785","lme4QTL, binomial probit","CM084266_1_68661534.1","treatment",1,0.00547657161614196,0.941061906242312
"786","lme4QTL, binomial probit","CM084266_1_68661534.1","generation * treatment",2,0.184741111775509,0.831424081294247
"787","lme4QTL, binomial probit","CM084266_1_68883042.1","generation",2,2.1735236857272,0.115755461891478
"788","lme4QTL, binomial probit","CM084266_1_68883042.1","treatment",1,0.55885801539364,0.455368908652077
"789","lme4QTL, binomial probit","CM084266_1_68883042.1","generation * treatment",2,3.63701175378214,0.0276243759080711
"790","lme4QTL, binomial probit","CM084266_1_68910397.1","generation",2,1.67980532799984,0.188345310252065
"791","lme4QTL, binomial probit","CM084266_1_68910397.1","treatment",1,0.546508766877888,0.460387569635974
"792","lme4QTL, binomial probit","CM084266_1_68910397.1","generation * treatment",2,0.348985255845437,0.705720075457058
"793","lme4QTL, binomial probit","CM084266_1_68919260.1","generation",2,4.4128807517842,0.0130033824402107
"794","lme4QTL, binomial probit","CM084266_1_68919260.1","treatment",1,1.41173035910507,0.235809589095399
"795","lme4QTL, binomial probit","CM084266_1_68919260.1","generation * treatment",2,0.932798452318121,0.394710630639704
"796","lme4QTL, binomial probit","CM084266_1_68919262.1","generation",2,2.23504122475935,0.108956320479354
"797","lme4QTL, binomial probit","CM084266_1_68919262.1","treatment",1,0.66834423362904,0.414347642948573
"798","lme4QTL, binomial probit","CM084266_1_68919262.1","generation * treatment",2,0.0725755151417372,0.930013584551544
"799","lme4QTL, binomial probit","CM084266_1_69050667.1","generation",2,0.469216701874077,0.625999217369509
"800","lme4QTL, binomial probit","CM084266_1_69050667.1","treatment",1,0.20941492135191,0.647593040367474
"801","lme4QTL, binomial probit","CM084266_1_69050667.1","generation * treatment",2,1.48520679103707,0.228292824319321
"802","lme4QTL, binomial probit","CM084266_1_69051064.1","generation",2,0.0191145495448156,0.981068297595335
"803","lme4QTL, binomial probit","CM084266_1_69051064.1","treatment",1,1.70373905380607,0.19290683502594
"804","lme4QTL, binomial probit","CM084266_1_69051064.1","generation * treatment",2,1.50514326537428,0.223835237835896
"805","lme4QTL, binomial probit","CM084266_1_69051080.1","generation",2,2.78286824230363,0.0636295924960235
"806","lme4QTL, binomial probit","CM084266_1_69051080.1","treatment",1,0.662785000822024,0.416293225652087
"807","lme4QTL, binomial probit","CM084266_1_69051080.1","generation * treatment",2,1.06136417819878,0.347417186702544
"808","lme4QTL, binomial probit","CM084266_1_69051090.1","generation",2,0.484236770927034,0.616699401394503
"809","lme4QTL, binomial probit","CM084266_1_69051090.1","treatment",1,2.87727328435496,0.0909863583818963
"810","lme4QTL, binomial probit","CM084266_1_69051090.1","generation * treatment",2,1.10744328855545,0.331893142283705
"811","lme4QTL, binomial probit","CM084266_1_69052082.1","generation",2,0.310298583646703,0.733488155713025
"812","lme4QTL, binomial probit","CM084266_1_69052082.1","treatment",1,2.1460684957543,0.144094644178333
"813","lme4QTL, binomial probit","CM084266_1_69052082.1","generation * treatment",2,1.70655534242101,0.183434408659714
"814","lme4QTL, binomial probit","CM084266_1_69052083.1","generation",2,1.00973842935522,0.365680689626537
"815","lme4QTL, binomial probit","CM084266_1_69052083.1","treatment",1,2.35723627576915,0.125869589782246
"816","lme4QTL, binomial probit","CM084266_1_69052083.1","generation * treatment",2,3.05540658952911,0.0487296567390114
"817","lme4QTL, binomial probit","CM084266_1_69052185.1","generation",2,0.362871466027901,0.696013345980289
"818","lme4QTL, binomial probit","CM084266_1_69052185.1","treatment",1,7.53788451219473,0.00644568806286682
"819","lme4QTL, binomial probit","CM084266_1_69052185.1","generation * treatment",2,0.963140912355628,0.382994741483369
"820","lme4QTL, binomial probit","CM084266_1_69052205.1","generation",2,0.857138792430696,0.42552177827949
"821","lme4QTL, binomial probit","CM084266_1_69052205.1","treatment",1,1.09510655930647,0.296274990102722
"822","lme4QTL, binomial probit","CM084266_1_69052205.1","generation * treatment",2,0.651973526391602,0.521831772651568
"823","lme4QTL, binomial probit","CM084266_1_69056442.1","generation",2,1.0199846378759,0.361980550484608
"824","lme4QTL, binomial probit","CM084266_1_69056442.1","treatment",1,3.85543859136444,0.050607302517561
"825","lme4QTL, binomial probit","CM084266_1_69056442.1","generation * treatment",2,0.585637539659765,0.557453828665977
"826","lme4QTL, binomial probit","CM084266_1_69085555.1","generation",2,0.158318579832683,0.8536566955343
"827","lme4QTL, binomial probit","CM084266_1_69085555.1","treatment",1,0.00991507098958032,0.92075579800365
"828","lme4QTL, binomial probit","CM084266_1_69085555.1","generation * treatment",2,0.230201375148041,0.794528794460118
"829","lme4QTL, binomial probit","CM084266_1_69085559.1","generation",2,0.124450994149491,0.883031965827109
"830","lme4QTL, binomial probit","CM084266_1_69085559.1","treatment",1,1.51710626582995,0.219125639385896
"831","lme4QTL, binomial probit","CM084266_1_69085559.1","generation * treatment",2,2.90562516482746,0.0564212300139332
"832","lme4QTL, binomial probit","CM084266_1_69085566.1","generation",2,0.971665144614391,0.379766828205775
"833","lme4QTL, binomial probit","CM084266_1_69085566.1","treatment",1,0.465922224946789,0.4954521916916
"834","lme4QTL, binomial probit","CM084266_1_69085566.1","generation * treatment",2,0.127300920572617,0.880521301339082
"835","lme4QTL, binomial probit","CM084266_1_69089438.1","generation",2,4.85899970103635,0.00844731455932114
"836","lme4QTL, binomial probit","CM084266_1_69089438.1","treatment",1,0.681032328875879,0.409957310588163
"837","lme4QTL, binomial probit","CM084266_1_69089438.1","generation * treatment",2,0.246521080690512,0.781689951104787
"838","lme4QTL, binomial probit","CM084266_1_69141117.1","generation",2,0.579120552155845,0.561082963003581
"839","lme4QTL, binomial probit","CM084266_1_69141117.1","treatment",1,0.0220171759022581,0.88215176447386
"840","lme4QTL, binomial probit","CM084266_1_69141117.1","generation * treatment",2,0.441709701819245,0.643398298386358
"841","lme4QTL, binomial probit","CM084266_1_69141121.1","generation",2,1.04063624297227,0.35463699686914
"842","lme4QTL, binomial probit","CM084266_1_69141121.1","treatment",1,4.28725747640872,0.0393459559889197
"843","lme4QTL, binomial probit","CM084266_1_69141121.1","generation * treatment",2,0.258509311289785,0.772392042992639
"844","lme4QTL, binomial probit","CM084266_1_69314162.1","generation",2,6.53061190271026,0.00169831864927727
"845","lme4QTL, binomial probit","CM084266_1_69314162.1","treatment",1,0.12066644229586,0.728582423060981
"846","lme4QTL, binomial probit","CM084266_1_69314162.1","generation * treatment",2,0.675066993031793,0.509976337875245
"847","lme4QTL, binomial probit","CM084266_1_69314168.1","generation",2,9.58686834612654,9.48781140757224e-05
"848","lme4QTL, binomial probit","CM084266_1_69314168.1","treatment",1,0.752226640610422,0.38653948782198
"849","lme4QTL, binomial probit","CM084266_1_69314168.1","generation * treatment",2,0.26874472424837,0.7645418083745
"850","lme4QTL, binomial probit","CM084266_1_69315458.1","generation",2,2.16284817495804,0.116978160750698
"851","lme4QTL, binomial probit","CM084266_1_69315458.1","treatment",1,1.76086206965963,0.185633983556574
"852","lme4QTL, binomial probit","CM084266_1_69315458.1","generation * treatment",2,1.13780232814228,0.322048925278322
"853","lme4QTL, binomial probit","CM084266_1_69315469.1","generation",2,2.116955793153,0.122384306339489
"854","lme4QTL, binomial probit","CM084266_1_69315469.1","treatment",1,5.05127955492038,0.0254122986293243
"855","lme4QTL, binomial probit","CM084266_1_69315469.1","generation * treatment",2,0.471453696042362,0.624605259068929
"856","lme4QTL, binomial probit","CM084266_1_69315495.1","generation",2,0.0154950233556364,0.984625279138911
"857","lme4QTL, binomial probit","CM084266_1_69315495.1","treatment",1,0.00440284946773874,0.947144939860509
"858","lme4QTL, binomial probit","CM084266_1_69315495.1","generation * treatment",2,0.72936050163427,0.483161389912994
"859","lme4QTL, binomial probit","CM084266_1_69547380.1","generation",2,1.13930314647206,0.321569972299875
"860","lme4QTL, binomial probit","CM084266_1_69547380.1","treatment",1,0.928367011268847,0.336146584255977
"861","lme4QTL, binomial probit","CM084266_1_69547380.1","generation * treatment",2,1.56830345583704,0.210283857351656
"862","lme4QTL, binomial probit","CM084266_1_69623578.1","generation",2,1.44551952038379,0.237434497969827
"863","lme4QTL, binomial probit","CM084266_1_69623578.1","treatment",1,0.00370399984739039,0.951515170155534
"864","lme4QTL, binomial probit","CM084266_1_69623578.1","generation * treatment",2,0.800516021390823,0.45015621026124
"865","lme4QTL, binomial probit","CM084266_1_69625521.1","generation",2,0.853265642708799,0.427162706931378
"866","lme4QTL, binomial probit","CM084266_1_69625521.1","treatment",1,3.31236104856535,0.0698637357573272
"867","lme4QTL, binomial probit","CM084266_1_69625521.1","generation * treatment",2,2.80135642687857,0.0624873254933454
"868","lme4QTL, binomial probit","CM084266_1_69632417.1","generation",2,1.0987552018768,0.334765733776741
"869","lme4QTL, binomial probit","CM084266_1_69632417.1","treatment",1,2.04185580122159,0.154174475776944
"870","lme4QTL, binomial probit","CM084266_1_69632417.1","generation * treatment",2,2.16401099870025,0.116844350039972
"871","lme4QTL, binomial probit","CM084266_1_69723117.1","generation",2,1.5710402313366,0.209715716935464
"872","lme4QTL, binomial probit","CM084266_1_69723117.1","treatment",1,0.135485742167511,0.713098029911853
"873","lme4QTL, binomial probit","CM084266_1_69723117.1","generation * treatment",2,0.548401585182329,0.578512680557429
"874","lme4QTL, binomial probit","CM084266_1_69806306.1","generation",2,1.46272671898237,0.233426508269222
"875","lme4QTL, binomial probit","CM084266_1_69806306.1","treatment",1,0.477219200445538,0.490275882543804
"876","lme4QTL, binomial probit","CM084266_1_69806306.1","generation * treatment",2,1.40730133339389,0.246586252843733
"877","lme4QTL, binomial probit","CM084266_1_69806378.1","generation",2,1.06319187472143,0.346787723720794
"878","lme4QTL, binomial probit","CM084266_1_69806378.1","treatment",1,0.572754207470463,0.449823985542101
"879","lme4QTL, binomial probit","CM084266_1_69806378.1","generation * treatment",2,1.57552339764238,0.208788374069519
"880","lme4QTL, binomial probit","CM084266_1_70181797.1","generation",2,7.01428969645485,0.0010714196197588
"881","lme4QTL, binomial probit","CM084266_1_70181797.1","treatment",1,0.778761072461724,0.378302410301364
"882","lme4QTL, binomial probit","CM084266_1_70181797.1","generation * treatment",2,0.198792992743532,0.819838991425984
"883","lme4QTL, binomial probit","CM084266_1_70181836.1","generation",2,3.16153720368824,0.0439273576880959
"884","lme4QTL, binomial probit","CM084266_1_70181836.1","treatment",1,2.37222096785128,0.124678030841647
"885","lme4QTL, binomial probit","CM084266_1_70181836.1","generation * treatment",2,7.64694068188938,0.000587900611052732
"886","lme4QTL, binomial probit","CM084266_1_70530691.1","generation",2,2.15376789703582,0.118028387525719
"887","lme4QTL, binomial probit","CM084266_1_70530691.1","treatment",1,0.00114022672064733,0.973087614297667
"888","lme4QTL, binomial probit","CM084266_1_70530691.1","generation * treatment",2,0.576388815627884,0.562611263860615
"889","lme4QTL, binomial probit","CM084266_1_70531188.1","generation",2,0.542408253474648,0.581976326392834
"890","lme4QTL, binomial probit","CM084266_1_70531188.1","treatment",1,3.92357564268327,0.0486244313885851
"891","lme4QTL, binomial probit","CM084266_1_70531188.1","generation * treatment",2,0.325066058547827,0.722760939375015
"892","lme4QTL, binomial probit","CM084266_1_70706207.1","generation",2,0.101247243695737,0.903743736641371
"893","lme4QTL, binomial probit","CM084266_1_70706207.1","treatment",1,0.800374026165911,0.37177543928359
"894","lme4QTL, binomial probit","CM084266_1_70706207.1","generation * treatment",2,1.02937540374399,0.358622462467749
"895","lme4QTL, binomial probit","CM084266_1_70706208.1","generation",2,3.10392988141325,0.0464716689830646
"896","lme4QTL, binomial probit","CM084266_1_70706208.1","treatment",1,8.91170330405063,0.00309230341993192
"897","lme4QTL, binomial probit","CM084266_1_70706208.1","generation * treatment",2,3.46214037003468,0.0327566488585819
"898","lme4QTL, binomial probit","CM084266_1_70706235.1","generation",2,6.17589824530451,0.00238325171454885
"899","lme4QTL, binomial probit","CM084266_1_70706235.1","treatment",1,0.654375793860394,0.419262163319984
"900","lme4QTL, binomial probit","CM084266_1_70706235.1","generation * treatment",2,2.43236087134493,0.0897446366608306
"901","lme4QTL, binomial probit","CM084266_1_70706238.1","generation",2,1.86345236191055,0.157118472705148
"902","lme4QTL, binomial probit","CM084266_1_70706238.1","treatment",1,0.689496135132536,0.407066726301404
"903","lme4QTL, binomial probit","CM084266_1_70706238.1","generation * treatment",2,2.22369123174304,0.110179774778367
"904","lme4QTL, binomial probit","CM084266_1_70706263.1","generation",2,3.55614729312459,0.02988845071954
"905","lme4QTL, binomial probit","CM084266_1_70706263.1","treatment",1,2.19930896524031,0.139234612419885
"906","lme4QTL, binomial probit","CM084266_1_70706263.1","generation * treatment",2,3.13676975186113,0.0450035877323655
"907","lme4QTL, binomial probit","CM084266_1_70707506.1","generation",2,1.77470144587344,0.171498642740965
"908","lme4QTL, binomial probit","CM084266_1_70707506.1","treatment",1,0.0374894099067607,0.846617054664969
"909","lme4QTL, binomial probit","CM084266_1_70707506.1","generation * treatment",2,0.865840247392466,0.421858372544885
"910","lme4QTL, binomial probit","CM084266_1_70930072.1","generation",2,2.69760915820749,0.0691755660864108
"911","lme4QTL, binomial probit","CM084266_1_70930072.1","treatment",1,0.901388352633608,0.343255611271549
"912","lme4QTL, binomial probit","CM084266_1_70930072.1","generation * treatment",2,0.0459981909852302,0.955051144726704
"913","lme4QTL, binomial probit","CM084266_1_71148883.1","generation",2,0.590396214547664,0.554818796716881
"914","lme4QTL, binomial probit","CM084266_1_71148883.1","treatment",1,0.0167239408438168,0.897199523352409
"915","lme4QTL, binomial probit","CM084266_1_71148883.1","generation * treatment",2,0.321046829591284,0.725664789488313
"916","lme4QTL, binomial probit","CM084266_1_71148884.1","generation",2,0.0982618254419959,0.906443830342393
"917","lme4QTL, binomial probit","CM084266_1_71148884.1","treatment",1,0.55797470858295,0.455724999807852
"918","lme4QTL, binomial probit","CM084266_1_71148884.1","generation * treatment",2,4.52556835193354,0.0116594851668886
"919","lme4QTL, binomial probit","CM084266_1_71148891.1","generation",2,1.68833563584527,0.186765056548891
"920","lme4QTL, binomial probit","CM084266_1_71148891.1","treatment",1,0.806724820063517,0.36988762460852
"921","lme4QTL, binomial probit","CM084266_1_71148891.1","generation * treatment",2,0.0409410456772893,0.959891653529198
"922","lme4QTL, binomial probit","CM084266_1_71149029.1","generation",2,1.164164182397,0.313739700252311
"923","lme4QTL, binomial probit","CM084266_1_71149029.1","treatment",1,0.0302852442648829,0.861974515042017
"924","lme4QTL, binomial probit","CM084266_1_71149029.1","generation * treatment",2,1.10483197787933,0.332753914964562
"925","lme4QTL, binomial probit","CM084266_1_71319410.1","generation",2,0.729900000229979,0.482902190663409
"926","lme4QTL, binomial probit","CM084266_1_71319410.1","treatment",1,0.106995700759822,0.743843274646233
"927","lme4QTL, binomial probit","CM084266_1_71319410.1","generation * treatment",2,1.67037617016658,0.19010775632736
"928","lme4QTL, binomial probit","CM084267_1_591197.1","generation",2,8.22928027114748,0.000339150929906368
"929","lme4QTL, binomial probit","CM084267_1_591197.1","treatment",1,0.0765700706304654,0.782211440000246
"930","lme4QTL, binomial probit","CM084267_1_591197.1","generation * treatment",2,0.461158709676925,0.631046494516785
"931","lme4QTL, binomial probit","CM084267_1_832159.1","generation",2,1.56424439544668,0.211129353764085
"932","lme4QTL, binomial probit","CM084267_1_832159.1","treatment",1,7.76196766272672,0.00571254890506812
"933","lme4QTL, binomial probit","CM084267_1_832159.1","generation * treatment",2,3.10868974095366,0.04625592998049
"934","lme4QTL, binomial probit","CM084267_1_832165.1","generation",2,1.69696047319907,0.185180869149943
"935","lme4QTL, binomial probit","CM084267_1_832165.1","treatment",1,8.33611219177321,0.00419973297725444
"936","lme4QTL, binomial probit","CM084267_1_832165.1","generation * treatment",2,3.8880245279987,0.0216383553968828
"937","lme4QTL, binomial probit","CM084267_1_956424.1","generation",2,2.13653612366619,0.120047607102102
"938","lme4QTL, binomial probit","CM084267_1_956424.1","treatment",1,8.76355176673993,0.00334509375383316
"939","lme4QTL, binomial probit","CM084267_1_956424.1","generation * treatment",2,8.02750060605138,0.000410265933785565
"940","lme4QTL, binomial probit","CM084267_1_1134424.1","generation",2,0.790343464332584,0.4547318232533
"941","lme4QTL, binomial probit","CM084267_1_1134424.1","treatment",1,2.70731302398255,0.101048426809854
"942","lme4QTL, binomial probit","CM084267_1_1134424.1","generation * treatment",2,0.349655026884728,0.705248777447361
"943","lme4QTL, binomial probit","CM084267_1_1134553.1","generation",2,0.668552468790966,0.51329293873305
"944","lme4QTL, binomial probit","CM084267_1_1134553.1","treatment",1,3.96503419086881,0.047458449379128
"945","lme4QTL, binomial probit","CM084267_1_1134553.1","generation * treatment",2,0.415904985514445,0.660163335017912
"946","lme4QTL, binomial probit","CM084267_1_2135737.1","generation",2,0.706733332114287,0.494159645149478
"947","lme4QTL, binomial probit","CM084267_1_2135737.1","treatment",1,0.0991435318466745,0.753102158933049
"948","lme4QTL, binomial probit","CM084267_1_2135737.1","generation * treatment",2,3.73678853129315,0.0250673137859882
"949","lme4QTL, binomial probit","CM084267_1_2135741.1","generation",2,0.347359375746977,0.706865479417621
"950","lme4QTL, binomial probit","CM084267_1_2135741.1","treatment",1,1.81541011809604,0.178986029882794
"951","lme4QTL, binomial probit","CM084267_1_2135741.1","generation * treatment",2,2.03612057518019,0.132526319559737
"952","lme4QTL, binomial probit","CM084267_1_2163720.1","generation",2,0.0304610532326427,0.970001530306984
"953","lme4QTL, binomial probit","CM084267_1_2163720.1","treatment",1,0.284934953394858,0.593922323708951
"954","lme4QTL, binomial probit","CM084267_1_2163720.1","generation * treatment",2,0.150916515476521,0.85999170570902
"955","lme4QTL, binomial probit","CM084267_1_2163730.1","generation",2,3.67542236695964,0.0266102681612763
"956","lme4QTL, binomial probit","CM084267_1_2163730.1","treatment",1,0.0375943634143325,0.846405185959468
"957","lme4QTL, binomial probit","CM084267_1_2163730.1","generation * treatment",2,0.698999563396899,0.497976303413031
"958","lme4QTL, binomial probit","CM084267_1_2165108.1","generation",2,0.176639067204434,0.838178634968737
"959","lme4QTL, binomial probit","CM084267_1_2165108.1","treatment",1,1.39324004704543,0.238893695092646
"960","lme4QTL, binomial probit","CM084267_1_2165108.1","generation * treatment",2,5.02352458255262,0.0072074290299037
"961","lme4QTL, binomial probit","CM084267_1_2646659.1","generation",2,2.30515877731065,0.10169568534437
"962","lme4QTL, binomial probit","CM084267_1_2646659.1","treatment",1,1.36945171718618,0.242934192720946
"963","lme4QTL, binomial probit","CM084267_1_2646659.1","generation * treatment",2,0.0617923803105715,0.940091286691996
"964","lme4QTL, binomial probit","CM084267_1_2652526.1","generation",2,0.036858636281298,0.963817204676311
"965","lme4QTL, binomial probit","CM084267_1_2652526.1","treatment",1,1.11899164927234,0.291077685060087
"966","lme4QTL, binomial probit","CM084267_1_2652526.1","generation * treatment",2,0.0781389605050036,0.924856730959237
"967","lme4QTL, binomial probit","CM084267_1_2653032.1","generation",2,2.43864677908386,0.0891921782889156
"968","lme4QTL, binomial probit","CM084267_1_2653032.1","treatment",1,1.50807511672607,0.220498551614478
"969","lme4QTL, binomial probit","CM084267_1_2653032.1","generation * treatment",2,0.0480265895167523,0.953116554326053
"970","lme4QTL, binomial probit","CM084267_1_2653040.1","generation",2,1.28062333996152,0.279540091882881
"971","lme4QTL, binomial probit","CM084267_1_2653040.1","treatment",1,0.505257909435462,0.477810208858528
"972","lme4QTL, binomial probit","CM084267_1_2653040.1","generation * treatment",2,0.375171741458067,0.687527595497437
"973","lme4QTL, binomial probit","CM084267_1_2908130.1","generation",2,1.98101891331771,0.139921012041842
"974","lme4QTL, binomial probit","CM084267_1_2908130.1","treatment",1,0.250932812414071,0.616825636833958
"975","lme4QTL, binomial probit","CM084267_1_2908130.1","generation * treatment",2,0.460970097108694,0.631165125340235
"976","lme4QTL, binomial probit","CM084267_1_2908860.1","generation",2,4.63179517587914,0.0105209171000862
"977","lme4QTL, binomial probit","CM084267_1_2908860.1","treatment",1,1.08086583546142,0.299430608449753
"978","lme4QTL, binomial probit","CM084267_1_2908860.1","generation * treatment",2,0.847645999284759,0.429554909949461
"979","lme4QTL, binomial probit","CM084267_1_2910789.1","generation",2,2.44216937804702,0.0888840819134857
"980","lme4QTL, binomial probit","CM084267_1_2910789.1","treatment",1,2.21079306257946,0.138210717178605
"981","lme4QTL, binomial probit","CM084267_1_2910789.1","generation * treatment",2,1.67462308510718,0.189311899404401
"982","lme4QTL, binomial probit","CM084267_1_2910818.1","generation",2,5.83882222418747,0.00329113414546644
"983","lme4QTL, binomial probit","CM084267_1_2910818.1","treatment",1,0.108501757393514,0.742110793586703
"984","lme4QTL, binomial probit","CM084267_1_2910818.1","generation * treatment",2,0.406757208793355,0.666211623444422
"985","lme4QTL, binomial probit","CM084267_1_3748455.1","generation",2,1.18389876466791,0.307661022318372
"986","lme4QTL, binomial probit","CM084267_1_3748455.1","treatment",1,0.238422424287653,0.625742703880707
"987","lme4QTL, binomial probit","CM084267_1_3748455.1","generation * treatment",2,6.37224610941944,0.00197547151055827
"988","lme4QTL, binomial probit","CM084267_1_5165677.1","generation",2,0.941772431084637,0.391208468605981
"989","lme4QTL, binomial probit","CM084267_1_5165677.1","treatment",1,0.0978236762972133,0.754697656005072
"990","lme4QTL, binomial probit","CM084267_1_5165677.1","generation * treatment",2,0.846079891240209,0.430223981495143
"991","lme4QTL, binomial probit","CM084267_1_5165711.1","generation",2,1.78214162027952,0.170243806322862
"992","lme4QTL, binomial probit","CM084267_1_5165711.1","treatment",1,0.0520096305759379,0.819774526507262
"993","lme4QTL, binomial probit","CM084267_1_5165711.1","generation * treatment",2,2.33300409797896,0.0989493506110928
"994","lme4QTL, binomial probit","CM084267_1_5168546.1","generation",2,1.2275653917465,0.294629050228194
"995","lme4QTL, binomial probit","CM084267_1_5168546.1","treatment",1,5.92196991189742,0.0155999583495567
"996","lme4QTL, binomial probit","CM084267_1_5168546.1","generation * treatment",2,0.517246567177181,0.596747128807986
"997","lme4QTL, binomial probit","CM084267_1_5881762.1","generation",2,0.860505585056174,0.424100536614262
"998","lme4QTL, binomial probit","CM084267_1_5881762.1","treatment",1,0.0519758808712115,0.819832001289423
"999","lme4QTL, binomial probit","CM084267_1_5881762.1","generation * treatment",2,0.373132011154519,0.688927528037337
"1000","lme4QTL, binomial probit","CM084267_1_6418250.1","generation",2,2.20214222917489,0.112540828789287
"1001","lme4QTL, binomial probit","CM084267_1_6418250.1","treatment",1,12.2415811351873,0.000546134091802186
"1002","lme4QTL, binomial probit","CM084267_1_6418250.1","generation * treatment",2,0.709620082137626,0.492742582246794
"1003","lme4QTL, binomial probit","CM084267_1_6418351.1","generation",2,1.52522199991312,0.219434447217868
"1004","lme4QTL, binomial probit","CM084267_1_6418351.1","treatment",1,2.3942758777576,0.12294709703147
"1005","lme4QTL, binomial probit","CM084267_1_6418351.1","generation * treatment",2,2.86104074559513,0.058938879846934
"1006","lme4QTL, binomial probit","CM084267_1_6420851.1","generation",2,0.111035530297075,0.894947643697937
"1007","lme4QTL, binomial probit","CM084267_1_6420851.1","treatment",1,3.41135485845456,0.0658392984514899
"1008","lme4QTL, binomial probit","CM084267_1_6420851.1","generation * treatment",2,0.404898054017129,0.667447660625231
"1009","lme4QTL, binomial probit","CM084267_1_6420929.1","generation",2,1.10138219215782,0.333894525256002
"1010","lme4QTL, binomial probit","CM084267_1_6420929.1","treatment",1,6.80407731887019e-05,0.993424646611615
"1011","lme4QTL, binomial probit","CM084267_1_6420929.1","generation * treatment",2,8.19147330877,0.000351458706602254
"1012","lme4QTL, binomial probit","CM084267_1_6421227.1","generation",2,2.09358931262121,0.1252328912809
"1013","lme4QTL, binomial probit","CM084267_1_6421227.1","treatment",1,5.9652159391468,0.0152300904950857
"1014","lme4QTL, binomial probit","CM084267_1_6421227.1","generation * treatment",2,0.169662394886754,0.844039263658252
"1015","lme4QTL, binomial probit","CM084267_1_6421241.1","generation",2,0.594786431627264,0.552398920528285
"1016","lme4QTL, binomial probit","CM084267_1_6421241.1","treatment",1,0.0889597938907799,0.765732303539946
"1017","lme4QTL, binomial probit","CM084267_1_6421241.1","generation * treatment",2,0.922992226268505,0.3985737085604
"1018","lme4QTL, binomial probit","CM084267_1_6421422.1","generation",2,0.59918099116878,0.549987298538674
"1019","lme4QTL, binomial probit","CM084267_1_6421422.1","treatment",1,1.51007607094253,0.220193479358002
"1020","lme4QTL, binomial probit","CM084267_1_6421422.1","generation * treatment",2,1.60216758458995,0.20336162355227
"1021","lme4QTL, binomial probit","CM084267_1_6421632.1","generation",2,0.153459766818959,0.857809757122286
"1022","lme4QTL, binomial probit","CM084267_1_6421632.1","treatment",1,0.798402654093247,0.372364188329936
"1023","lme4QTL, binomial probit","CM084267_1_6421632.1","generation * treatment",2,2.19538070711593,0.113292121961147
"1024","lme4QTL, binomial probit","CM084267_1_9175515.1","generation",2,2.13898872312601,0.119758101061579
"1025","lme4QTL, binomial probit","CM084267_1_9175515.1","treatment",1,1.13135958807767,0.28843236950462
"1026","lme4QTL, binomial probit","CM084267_1_9175515.1","generation * treatment",2,1.15590494072296,0.316319505262516
"1027","lme4QTL, binomial probit","CM084267_1_9176202.1","generation",2,0.0466312406250783,0.954446947725188
"1028","lme4QTL, binomial probit","CM084267_1_9176202.1","treatment",1,1.87064233994214,0.17253465899427
"1029","lme4QTL, binomial probit","CM084267_1_9176202.1","generation * treatment",2,1.66982546577847,0.190211202956613
"1030","lme4QTL, binomial probit","CM084267_1_11257244.1","generation",2,0.971961555698335,0.379655079141573
"1031","lme4QTL, binomial probit","CM084267_1_11257244.1","treatment",1,3.03339784472531,0.0827017020229808
"1032","lme4QTL, binomial probit","CM084267_1_11257244.1","generation * treatment",2,1.60444985799084,0.202903441232389
"1033","lme4QTL, binomial probit","CM084267_1_11257260.1","generation",2,0.412356260047162,0.662503071580068
"1034","lme4QTL, binomial probit","CM084267_1_11257260.1","treatment",1,3.63940213245716,0.0574840987901412
"1035","lme4QTL, binomial probit","CM084267_1_11257260.1","generation * treatment",2,0.766729014584716,0.465535050431508
"1036","lme4QTL, binomial probit","CM084267_1_13226543.1","generation",2,0.712305212131172,0.491428166516788
"1037","lme4QTL, binomial probit","CM084267_1_13226543.1","treatment",1,0.419139367231984,0.517914835784964
"1038","lme4QTL, binomial probit","CM084267_1_13226543.1","generation * treatment",2,1.93794526761257,0.145989937165124
"1039","lme4QTL, binomial probit","CM084267_1_13231056.1","generation",2,0.300504105196944,0.740691272589337
"1040","lme4QTL, binomial probit","CM084267_1_13231056.1","treatment",1,0.210206948585655,0.646972706611801
"1041","lme4QTL, binomial probit","CM084267_1_13231056.1","generation * treatment",2,0.154599445560199,0.856833795249599
"1042","lme4QTL, binomial probit","CM084267_1_13261420.1","generation",2,11.2698018791651,1.98838541318946e-05
"1043","lme4QTL, binomial probit","CM084267_1_13261420.1","treatment",1,1.77511215990669,0.183869930483857
"1044","lme4QTL, binomial probit","CM084267_1_13261420.1","generation * treatment",2,1.68893401265254,0.186654708868976
